Chemical_Name	SMILES	Type
itraconazole	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	not_ligand
Diacerein	CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C	not_ligand
phenytoin	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3	not_ligand
CROMOLYN SODIUM	C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]	not_ligand
Ketanserin	C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O	not_ligand
FLUOCINOLONE ACETONIDE	CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C	not_ligand
enalapril	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O	not_ligand
nalmefene	C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O	not_ligand
Diflorasone diacetate	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F	not_ligand
Deoxycorticosterone acetate	CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	not_ligand
N-Acetyl-L-cysteine	CC(=O)NC(CS)C(=O)O	not_ligand
CORTICOSTERONE	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	not_ligand
propylthiouracil	CCCC1=CC(=O)NC(=S)N1	not_ligand
hydrocortisone	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	not_ligand
TRIAMCINOLONE ACETONIDE	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C	not_ligand
stavudine	CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO	not_ligand
pilocarpine	CCC1C(COC1=O)CC2=CN=CN2C	not_ligand
lovastatin	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	not_ligand
desoximetasone	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C	not_ligand
methysergide	CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C	not_ligand
PHENYLEPHRINE HYDROCHLORIDE	CNCC(C1=CC(=CC=C1)O)O.Cl	not_ligand
diltiazem	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	not_ligand
TACA	C(C=CC(=O)O)N	not_ligand
D-alanine	CC(C(=O)O)N	not_ligand
kainic acid	CC(=C)C1CNC(C1CC(=O)O)C(=O)O	not_ligand
Flurofamide	C1=CC(=CC=C1C(=O)NP(=O)(N)N)F	not_ligand
Spiramide	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCOC4=CC=C(C=C4)F	not_ligand
Ifenprodil	CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3	not_ligand
METHYLDOPA SESQUIHYDRATE	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O	not_ligand
triprolidine	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3	not_ligand
L-NAME	COC(=O)C(CCCN=C(N)N[N+](=O)[O-])N	not_ligand
pronethalol	CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O	not_ligand
practolol	CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O	not_ligand
Clomethiazole	CC1=C(SC=N1)CCCl	not_ligand
DSSTox_CID_25666	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl	not_ligand
Remoxipride	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC	not_ligand
SCH 50911	CC1(COC(CN1)CC(=O)O)C	not_ligand
forskolin	CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O	not_ligand
GR 103691	CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCCCN3CCN(CC3)C4=CC=CC=C4OC	not_ligand
LORECLEZOLE HYDROCHLORIDE	C1=CC(=C(C=C1Cl)Cl)C(=CN2C=NC=N2)Cl.Cl	not_ligand
Linomide	CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O	not_ligand
PINACIDIL MONOHYDRATE	CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O	not_ligand
REMACEMIDE HYDROCHLORIDE	CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN.Cl	not_ligand
RACLOPRIDE	CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O	not_ligand
IPSAPIRONE	C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4	not_ligand
NICORANDIL	C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]	not_ligand
moclobemide	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl	not_ligand
N-Acetyl-DL-phenylalanine	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	not_ligand
Nicotredole	C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=CN=CC=C3	not_ligand
nevirapine	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	not_ligand
OXCARBAZEPINE	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N	not_ligand
Gatifloxacin	CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F	not_ligand
IMIQUIMOD	CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N	not_ligand
Metralindole	CN1CCN2C3=C(C=C(C=C3)OC)C4=C2C1=NCC4	not_ligand
Eterobarb	CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2	not_ligand
Phosmet	COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O	not_ligand
nitrofurazone	C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N	not_ligand
propylene glycol	CC(CO)O	not_ligand
prednisone	CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C	not_ligand
Methoprene	CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC	not_ligand
Dioctyl phthalate	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	not_ligand
naphthalene	C1=CC=C2C=CC=CC2=C1	not_ligand
guaiacol	COC1=CC=CC=C1O	not_ligand
halothane	C(C(F)(F)F)(Cl)Br	not_ligand
PIPERONYL BUTOXIDE	CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2	not_ligand
urea	C(=O)(N)N	not_ligand
sulfasalazine	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O	not_ligand
isopropanol	CC(C)O	not_ligand
toluene	CC1=CC=CC=C1	not_ligand
glycerol	C(C(CO)O)O	not_ligand
DICYCLOHEXYLAMINE	C1CCC(CC1)NC2CCCCC2	not_ligand
octanoic acid	CCCCCCCC(=O)O	not_ligand
TETRAETHYLENEPENTAMINE	C(CNCCNCCNCCN)N	not_ligand
Propyl 4-hydroxybenzoate	CCCOC(=O)C1=CC=C(C=C1)O	not_ligand
lactic acid	CC(C(=O)O)O	not_ligand
DIETHYL PHTHALATE	CCOC(=O)C1=CC=CC=C1C(=O)OCC	not_ligand
Phosphoric acid	OP(=O)(O)O	not_ligand
Triton X-100	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO	not_ligand
STANOLONE	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C	not_ligand
TRICHLOROACETIC ACID	C(=O)(C(Cl)(Cl)Cl)O	not_ligand
meprobamate	CCCC(C)(COC(=O)N)COC(=O)N	not_ligand
silibinin	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	not_ligand
ISOAMYL NITRITE	CC(C)CCON=O	not_ligand
DIISOPROPYLAMINE	CC(C)NC(C)C	not_ligand
diazinon	CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C	not_ligand
methyl salicylate	COC(=O)C1=CC=CC=C1O	not_ligand
Gallic acid	C1=C(C=C(C(=C1O)O)O)C(=O)O	not_ligand
PHENOTHIAZINE	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	not_ligand
VALPROIC ACID	CCCC(CCC)C(=O)O	not_ligand
PHENOXYACETIC ACID	C1=CC=C(C=C1)OCC(=O)O	not_ligand
methanol	CO	not_ligand
TRICHLOROETHYLENE	C(=C(Cl)Cl)Cl	not_ligand
"N,N-Diethyl-3-methylbenzamide"	CCN(CC)C(=O)C1=CC(=CC=C1)C	not_ligand
halazone	C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl	not_ligand
GLYOXAL	C(=O)C=O	not_ligand
OXYTETRACYCLINE HYDROCHLORIDE	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl	not_ligand
Tricaprylin	CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC	not_ligand
HEXANAMIDE	CCCCCC(=O)N	not_ligand
FURFURAL	C1=COC(=C1)C=O	not_ligand
Orotic acid	C1=C(NC(=O)NC1=O)C(=O)O	not_ligand
IODOFORM	C(I)(I)I	not_ligand
NITROBENZENE	C1=CC=C(C=C1)[N+](=O)[O-]	not_ligand
salicylamide	C1=CC=C(C(=C1)C(=O)N)O	not_ligand
eugenol	COC1=C(C=CC(=C1)CC=C)O	not_ligand
p-Propenylanisole	CC=CC1=CC=C(C=C1)OC	not_ligand
resorcinol	C1=CC(=CC(=C1)O)O	not_ligand
pyrogallol	C1=CC(=C(C(=C1)O)O)O	not_ligand
ethylenediamine	C(CN)N	not_ligand
DSSTox_CID_2774	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	not_ligand
Octocrylene	CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N	not_ligand
stearic acid	CCCCCCCCCCCCCCCCCC(=O)O	not_ligand
triacetin	CC(=O)OCC(COC(=O)C)OC(=O)C	not_ligand
fenthion	CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC	not_ligand
formaldehyde	C=O	not_ligand
Eucalyptol	CC1(C2CCC(O1)(CC2)C)C	not_ligand
TRIETHYLENETETRAMINE	C(CNCCNCCN)N	not_ligand
ETHYL ACETATE	CCOC(=O)C	not_ligand
EPICHLOROHYDRIN	C1C(O1)CCl	not_ligand
Homosalate	CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O	not_ligand
malathion	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	not_ligand
SCOPOLAMINE HYDROBROMIDE TRIHYDRATE	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.O.O.O.Br	not_ligand
METHYLPHENIDATE HYDROCHLORIDE	COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl	not_ligand
DSSTox_CID_5866	C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2.C(=CC(=O)[O-])C(=O)[O-]	not_ligand
Mifobate	COP(=O)(C(C1=CC=C(C=C1)Cl)OP(=O)(OC)OC)OC	not_ligand
Triciribine	CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N	not_ligand
Eliprodil	C1CN(CCC1CC2=CC=C(C=C2)F)CC(C3=CC=C(C=C3)Cl)O	not_ligand
Prostaglandin E2	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	not_ligand
DSSTox_CID_25746	COC1=C(C=C(C=C1)S(=O)(=O)N2C(C(C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCCC5C(=O)N)OC	not_ligand
mestranol	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC	not_ligand
nicotinamide	C1=CC(=CN=C1)C(=O)N	not_ligand
p-Arsanilic acid	C1=CC(=CC=C1N)[As](=O)(O)O	not_ligand
EFLORNITHINE HYDROCHLORIDE	C(CC(C(F)F)(C(=O)O)N)CN.Cl	not_ligand
physostigmine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	not_ligand
Fenspiride hydrochloride	C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl	not_ligand
hydroxyprogesterone	CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O	not_ligand
Stilonium iodide	CC[N+](CC)(CC)CCOC1=CC=C(C=C1)C=CC2=CC=CC=C2.[I-]	not_ligand
Mexiletine hydrochloride	CC1=C(C(=CC=C1)C)OCC(C)N.Cl	not_ligand
MINOCYCLINE HYDROCHLORIDE	CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl	not_ligand
NCGC00094159-01	C1CN=C(N1)CC2=CC3=CC=CC=C3C=C2.Cl	not_ligand
METHAPYRILENE HYDROCHLORIDE	CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl	not_ligand
Nomifensine maleate	CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=CC(=O)O)C(=O)O	not_ligand
Proadifen hydrochloride	CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl	not_ligand
PROPANTHELINE BROMIDE	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]	not_ligand
PYRIDOSTIGMINE BROMIDE	C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]	not_ligand
Sotalol hydrochloride	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl	not_ligand
Succinylcholine chloride	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]	not_ligand
Trihexyphenidyl hydrochloride	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl	not_ligand
Tulobuterol hydrochloride	CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl	not_ligand
SB 206553 hydrochloride	CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21.Cl	not_ligand
TETRAETHYLAMMONIUM CHLORIDE	CC[N+](CC)(CC)CC.[Cl-]	not_ligand
Levamisole hydrochloride	C1CSC2=NC(CN21)C3=CC=CC=C3.Cl	not_ligand
Zimeldine hydrochloride	CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2.O.Cl.Cl	not_ligand
simazine	CCNC1=NC(=NC(=N1)Cl)NCC	not_ligand
lindane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	not_ligand
phenothrin	CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C	not_ligand
fipronil	C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F	not_ligand
Ephedrine hydrochloride	CC(C(C1=CC=CC=C1)O)NC.Cl	not_ligand
erythromycin	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	not_ligand
ISOSORBIDE DINITRATE	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]	not_ligand
lactulose	C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O	not_ligand
Medroxyprogesterone acetate	CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	not_ligand
UNII-AO9YF4MN30	CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.O.[Na+]	not_ligand
norethindrone	CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	not_ligand
Orphenadrine citrate	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	not_ligand
phenacemide	C1=CC=C(C=C1)CC(=O)NC(=O)N	not_ligand
prednisolone	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O	not_ligand
prednisolone acetate	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O	not_ligand
salicyl alcohol	C1=CC=C(C(=C1)CO)O	not_ligand
triamcinolone	CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O	not_ligand
flopropione	CCC(=O)C1=C(C=C(C=C1O)O)O	not_ligand
IPRONIAZID SULFATE	CC(C)NNC(=O)C1=CC=NC=C1.OS(=O)(=O)O	not_ligand
vincamine	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O	not_ligand
iodamide	CC(=O)NCC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I	not_ligand
PIMETHIXENE MALEATE	CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1.C(=CC(=O)O)C(=O)O	not_ligand
Minaprine dihydrochloride	CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl	not_ligand
mephenesin	CC1=CC=CC=C1OCC(CO)O	not_ligand
saccharin	C1=CC=C2C(=C1)C(=O)NS2(=O)=O	not_ligand
Estradiol-3-acetate	CC(=O)OC1=CC2=C(C=C1)C3CCC4(C(C3CC2)CCC4O)C	not_ligand
N-Acetyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)C	not_ligand
FOSCARNET SODIUM	C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]	not_ligand
QUINAPRIL HYDROCHLORIDE	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl	not_ligand
gluconolactone	C(C1C(C(C(C(=O)O1)O)O)O)O	not_ligand
THONZYLAMINE HYDROCHLORIDE	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.Cl	not_ligand
Heptaminol hydrochloride	CC(CCCC(C)(C)O)N.Cl	not_ligand
Hydrocortisone 17-butyrate	CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO	not_ligand
urethane	CCOC(=O)N	not_ligand
thiotepa	C1CN1P(=S)(N2CC2)N3CC3	not_ligand
Tetrahydroxyquinone	C1(=C(C(=O)C(=C(C1=O)O)O)O)O	not_ligand
pipobroman	C1CN(CCN1C(=O)CCBr)C(=O)CCBr	not_ligand
exalamide	CCCCCCOC1=CC=CC=C1C(=O)N	not_ligand
RESORCINOL MONOACETATE	CC(=O)OC1=CC=CC(=C1)O	not_ligand
Ramifenazone	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C	not_ligand
thiodiglycol	C(CSCCO)O	not_ligand
Oxyphencyclimine hydrochloride	CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl	not_ligand
fluconazole	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O	not_ligand
venlafaxine	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	not_ligand
METAXALONE	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C	not_ligand
SIBUTRAMINE HCl	CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl	not_ligand
zolmitriptan	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	not_ligand
Secnidazole	CC1=NC=C(N1CC(C)O)[N+](=O)[O-]	not_ligand
rebamipide	C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl	not_ligand
modafinil	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N	not_ligand
zolpidem	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	not_ligand
Gemifloxacin mesylate	CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O	not_ligand
PRAVASTATIN SODIUM	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]	not_ligand
pantoprazole	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC	not_ligand
tilorone	CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC	not_ligand
hypoxanthine	C1=NC2=C(N1)C(=O)N=CN2	not_ligand
Glycyrrhizic acid	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C	not_ligand
inosine	C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O	not_ligand
guaiazulene	CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C	not_ligand
NEROLIDOL	CC(=CCCC(=CCCC(C)(C=C)O)C)C	not_ligand
sumatriptan	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C	not_ligand
ipriflavone	CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3	not_ligand
quetiapine	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	not_ligand
Phenyl 4-aminosalicylate	C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O	not_ligand
Lufenuron	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F	not_ligand
Salsalate	C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O	not_ligand
olanzapine	CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C	not_ligand
pyridoxal	CC1=NC=C(C(=C1O)C=O)CO	not_ligand
zonisamide	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N	not_ligand
Lincomycin hydrochloride	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl	not_ligand
sparfloxacin	CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F	not_ligand
Tramadol	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O	not_ligand
Levonorgestrel	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	not_ligand
L-tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	not_ligand
nitrazepam	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3	not_ligand
M-TOLYL ACETATE	CC1=CC(=CC=C1)OC(=O)C	not_ligand
PARALDEHYDE	CC1OC(OC(O1)C)C	not_ligand
Octadecan-1-ol	CCCCCCCCCCCCCCCCCCO	not_ligand
succinic acid	C(CC(=O)O)C(=O)O	not_ligand
THYMOL	CC1=CC(=C(C=C1)C(C)C)O	not_ligand
p-Phenylenediamine	C1=CC(=CC=C1N)N	not_ligand
Methyl 4-hydroxybenzoate	COC(=O)C1=CC=C(C=C1)O	not_ligand
l-Menthol	CC1CCC(C(C1)O)C(C)C	not_ligand
PROPYL BENZOATE	CCCOC(=O)C1=CC=CC=C1	not_ligand
PENTAERYTHRITOL TETRANITRATE	C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]	not_ligand
Thioacetazone	CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N	not_ligand
Permethrin	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C	not_ligand
N-Acetyl-L-tyrosine	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	not_ligand
Phenicarbazide	C1=CC=C(C=C1)NNC(=O)N	not_ligand
TRIMETOZINE	COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2	not_ligand
IODOANTIPYRINE	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I	not_ligand
Sulisobenzone	COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O	not_ligand
Scyllo-inositol	C1(C(C(C(C(C1O)O)O)O)O)O	not_ligand
Trometamol	C(C(CO)(CO)N)O	not_ligand
Methandienone	CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C	not_ligand
tegafur	C1CC(OC1)N2C=C(C(=O)NC2=O)F	not_ligand
tiopronin	CC(C(=O)NCC(=O)O)S	not_ligand
S-(Carboxymethyl)cysteine	C(C(C(=O)O)N)SCC(=O)O	not_ligand
PAMIDRONIC ACID	C(CN)C(O)(P(=O)(O)O)P(=O)(O)O	not_ligand
temazepam	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	not_ligand
PARETHOXYCAINE	CCN(CC)CCOC(=O)C1=CC=C(C=C1)OCC	not_ligand
Tinoridine	CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N	not_ligand
ZILEUTON	CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O	not_ligand
METHYL NICOTINATE	COC(=O)C1=CN=CC=C1	not_ligand
Oxytetracycline dihydrate	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.O.O	not_ligand
Rimantadine hydrochloride	CC(C12CC3CC(C1)CC(C3)C2)N.Cl	not_ligand
phenobarbital	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	not_ligand
Sildenafil citrate	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	not_ligand
quinidine	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	not_ligand
N-Cyclohexyl-2-benzothiazolesulfenamide	C1CCC(CC1)NSC2=NC3=CC=CC=C3S2	not_ligand
THYMOL IODIDE	CC1=CC(=C(C=C1C2=CC(=C(C=C2C)OI)C(C)C)C(C)C)OI	not_ligand
meloxicam	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O	not_ligand
RABEPRAZOLE SODIUM	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]	not_ligand
